"SMILES","HMDB.ID","lab.id","b'Metabolite.name'","M","m/z","CCS","adducts","formal.charge","physiological.charge","predicted.logp.ALOGPS","predicted.logp.ChemAxon","logs","pka.strongest.acidic","pka.strongest.basic","acceptor.count","donor.count","polar.surface.area","rotatable.bond.count","refractivity","polarizability"
"OC1=CC(C=O)=C(O)C=C1","HMDB04062","S0338","b'Gentisaldehyde'","138.0317","137.0239","119.53602","[M-H]","0","0","1.02","1.73","-0.97","8.76","-5.9","3","2","57.53","1","36.6","12.84"
"OC(=O)C1=CC=CC=C1NC=O","HMDB04089","S0342","b'Formylanthranilic acid'","165.0426","164.0348","127.2795008","[M-H]","0","-1","0.28","1.47","-1.85","3.57","-4.5","3","2","66.4","2","43.69","15.48"
"COC1=CC2=C(NC=C2CCN)C=C1","HMDB04095","S0292","b'5-Methoxytryptamine'","190.1106","189.1028","141.1821767","[M-H]","0","1","1.41","1.33","-2.38","17.45","9.76","2","2","51.04","3","56.84","21.32"
"NC(CCC\N=C(/N)NO)C(O)=O","HMDB04224","L0418","b'N-(omega)-Hydroxyarginine'","190.1066","189.0988","138.1974434","[M-H]","0","1","-3.58","-3.5","-1.52","2.2","10.05","7","5","133.96","5","55.89","18.89"
"CC(C)(CO)C(O)C(=O)NCCCO","HMDB04231","S0314","b'Pantothenol'","205.1314","204.1236","141.4905677","[M-H]","0","0","-1","-1.7","-0.23","12.69","-2.4","4","4","89.79","6","51.88","21.87"
"COC1C(O)C(CO)OC1N1C=NC2=C(N)N=CN=C12","HMDB04326","L0234","b""2'-O-methyladenosine""","281.1124","280.1046","158.3729124","[M-H]","0","0","-0.88","-1.4","-1.47","12.99","4.99","8","3","128.54","3","67.95","27.33"
"CN(C)CCC1=CC=C(O)C=C1","HMDB04366","L0356","b'Hordenine'","165.1154","164.1076","143.2067576","[M-H]","0","1","1.76","1.63","-0.75","10.31","9.19","2","1","23.47","3","51.34","19.35"
"[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O)C(O)=O)C=C3CC[C@@]21[H]","HMDB04483","L0384","b'Estrone-3-glucuronide'","446.1941","445.1863","215.7416219","[M-H]","0","-1","1.92","2.36","-3.17","3.3","-3.7","8","4","133.52","3","111.09","46.77"
"CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@@H](N)CO","HMDB04610","L0377","b'Phytosphingosine '","317.293","316.2852","180.6823147","[M-H]","0","1","3.96","3.7","-3.85","13.45","8.91","4","4","86.71","16","92.29","40.99"
"CN1C(=O)C=CN(C2OC(CO)C(O)C2O)C1=O","HMDB04813","L0262","b'3-Methyluridine'","258.0852","257.0774","166.8386102","[M-H]","0","0","-1.43","-2.2","0","12.55","-3","6","3","110.54","2","57.46","24.21"
"CN(C)C1=NC(=O)C2=C(N1)N(C=N2)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O","HMDB04824","L0213","b'N2,N2-Dimethylguanosine'","311.123","310.1152","169.1616074","[M-H]","0","0","-1.23","-1.6","-1.36","7.85","2.59","9","4","132.44","3","74.26","30.38"
"OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1","HMDB05794","S0377","b'Quercetin'","302.0427","301.0349","158.9772339","[M-H]","0","-1","1.81","2.16","-3.06","6.44","-4","7","5","127.45","1","76.86","28.54"
"OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O","HMDB05801","S0289","b'Kaempferol'","286.0477","285.0399","160.32265","[M-H]","0","-1","1.99","2.46","-3.21","6.44","-3.9","6","4","107.22","1","74.88","27.59"
"OC[C@H]1O[C@H](OC2[C@H](O)[C@@H](O)C(O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O","HMDB05826","L0328","b'Galactinol'","342.1162","363.0904","168.9847555","[M+Na-2H]","0","0","-2.45","-5.6","0.16","11.98","-3.6","11","9","200.53","3","68.19","31.12"
"CNC1=NC(=O)C2=C(N1)N(C=N2)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O","HMDB05862","L0297","b'2-Methylguanosine'","297.1073","318.0815","166.0214496","[M+Na-2H]","0","0","-1.54","-1.9","-1.41","7.92","2.58","9","5","141.23","3","68.96","28.39"
"CC(=O)NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O","HMDB05923","L0237","b'N4-Acetylcytidine'","285.0961","284.0883","161.4026856","[M-H]","0","0","-1.35","-2.9","-1.37","12.47","-3","7","4","131.69","3","63.99","27.16"
"CC(=O)NC(CCC(N)=O)C(O)=O","HMDB06029","S0265","b'N-Acetylglutamine'","188.0797","187.0719","136.8239681","[M-H]","0","-1","-2.17","-1.9","-0.93","3.76","-0.75","4","3","109.49","5","42.55","17.66"
"CC(=O)NC(CCC(N)=O)C(O)=O","HMDB06029","S0066","b'alpha-N-Acetyl-L-glutamine'","188.0797","187.0719","136.8307898","[M-H]","0","-1","-2.17","-1.9","-0.93","3.76","-0.75","4","3","109.49","5","42.55","17.66"
"CO[C@@H]1[C@@H](CO)O[C@H]([C@@H]1O)N1C=NC2=C1NC(N)=NC2=O","HMDB06038","L0235","b""3'-O-methylguanosine""","297.1073","296.0995","163.7763677","[M-H]","0","0","-1.07","-1.5","-1.4","7.98","2.58","9","4","144.22","3","68.94","28.16"
"N[C@@H](CC1=CC=C(OP(O)(O)=O)C=C1)C(O)=O","HMDB06049","S0257","b'O-Phosphotyrosine '","261.0402","282.0144","149.330769","[M+Na-2H]","0","-2","-0.76","-1.5","-2.13","1.38","9.46","6","4","130.08","5","57.97","22.7"
"NC(CC1=CC=CC=C1O)C(O)=O","HMDB06050","S0258","b'DL-O-tyrosine'","181.0739","180.0661","134.2523122","[M-H]","0","0","-2.34","-1.5","-1.51","2.01","8.88","4","3","83.55","3","47.1","17.76"
"[H]C12CC[C@H]([C@H](C)CCCC(C)(C)O)[C@@]1(C)CCC1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C","HMDB06247","S0290","b'25-Hydroxycholesterol'","402.3498","401.342","202.8079441","[M-H]","0","0","5.95","5.64","-6.22","18.2","-1","2","2","40.46","5","122.45","50.21"
"C[C@H](NC(=O)CC[C@H](N)C(O)=O)C(O)=O","HMDB06248","S0346","b'5-L-Glutamyl-L-alanine'","218.0903","217.0825","140.2491686","[M-H]","0","-1","-3.36","-3.8","-1.23","1.93","9.31","6","4","129.72","6","48.59","20.93"
"OCCCCCCCCCCCCCCCC([O-])=O","HMDB06294","S0320","b'16-Hydroxypalmitic acid'","272.2351","271.2273","168.9880056","[M-H]","-1","-1","5.93","4.82","-5.45","4.95","-2","3","1","60.36","15","89.85","34.95"
"OC[C@H]1OC(OP(O)(O)=O)[C@@H](O)[C@@H](O)[C@@H]1O","HMDB06330","L0414","b'D-Mannose 1-phosphate'","260.0297","259.0219","143.9874276","[M-H]","0","-2","-2","-3.1","-0.91","1.16","-3","8","6","156.91","3","46.8","20.68"
"NC(=O)CC[C@H](NC(=O)CC1=CC=CC=C1)C(O)=O","HMDB06344","L0217","b'Alpha-N-Phenylacetyl-L-glutamine'","264.111","263.1032","162.8222172","[M-H]","0","-1","-0.35","-0.086","-2.83","3.9","-0.95","4","3","109.49","7","67.28","26.55"
"CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N","HMDB06404","L0189","b'Decanoyl-CoA'","921.251","920.2432","276.0029215","[M-H]","0","-4","0.87","-3.2","-2.5","0.83","4.95","17","9","363.63","28","209.04","87.87"
"N[C@H](CC(O)=O)C(O)=O","HMDB06483","S0352","b'D-Aspartic acid'","133.0375","132.0297","116.910037","[M-H]","0","-1","-3.52","-3.5","0.03","1.7","9.61","5","3","100.62","3","26.53","11.35"
"O[C@H]1C[C@@H](O[C@@H]1COP(O)(O)=O)N1C=NC2=C1NC=NC2=O","HMDB06555","L0390","b""2'-Deoxyinosine 5'-monophosphate""","332.0522","353.0264","161.5893581","[M+Na-2H]","0","-3","-1.58","-2.6","-2.2","1.22","2.77","9","4","155.5","4","70.26","27.21"
"OC[C@H]1O[C@@](CO)(OP(O)(O)=O)[C@@H](O)[C@@H]1O","HMDB06800","S0305","b'Beta-D-Fructose 2-phosphate'","260.0297","259.0219","141.5111039","[M-H]","0","-2","-2.09","-2.9","-0.88","0.83","-3","8","6","156.91","4","47.23","20.89"
"CCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCCCC","HMDB07972","L0364","b'2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine'","759.5778","758.57","272.1721316","[M-H]","0","0","5.59","8.64","-7.6","1.86","-6.7","4","0","111.19","41","226.18","94"
"O[C@@H]1[C@@H](O)[C@H](OC2=CC=CC=C2C(O)=O)O[C@@H]([C@H]1O)C(O)=O","HMDB10313","L0218","b'1-Salicylate glucuronide'","314.0638","313.056","157.8416018","[M-H]","0","-2","-0.46","-0.62","-1.24","2.9","-3.7","9","5","153.75","4","67.31","28.06"
"CCO[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O","HMDB10325","L0215","b'Ethyl glucuronide'","222.074","221.0662","143.9670007","[M-H]","0","-1","-1.84","-1.6","0.1","3.45","-3.7","7","4","116.45","3","45.29","20.6"
"CN1C(=O)NC2=C(NC=N2)C1=O","HMDB10738","L0216","b'1-Methylxanthine'","166.0491","165.0413","124.2331176","[M-H]","0","0","-0.46","0.017","-1.15","7.91","-0.72","3","2","78.09","0","41.82","14.8"
"CN1C(=O)NC2=C1C(=O)N(C)C(=O)N2","HMDB11103","L0214","b'1,7-Dimethyluric acid'","196.0596","195.0518","134.0575024","[M-H]","0","0","-0.81","-1.1","-1.36","8.16","-5.9","3","2","81.75","0","55.42","17.77"
"CN1C(=O)NC2=C1C(=O)NC(=O)N2","HMDB11107","L0287","b'7-Methyluric acid'","182.044","181.0362","129.3475347","[M-H]","0","0","-1.03","-1.3","-1.69","7.99","-6.3","3","3","90.54","0","50.53","15.65"
"CC(C)C(NC(=O)CCC(N)C(O)=O)C(O)=O","HMDB11172","L0410","b'gamma-L-Glutamyl-L-valine'","246.1216","245.1138","149.9303068","[M-H]","0","-1","-2.9","-2.9","-1.44","2.1","9.31","6","4","129.72","7","57.58","24.62"
"OC[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO","HMDB11632","L0396","b'L-Iditol'","182.079","181.0712","129.6147193","[M-H]","0","0","-2.68","-3.7","0.1","12.59","-3","6","6","121.38","5","38.4","17.14"
"NC1=NC(=O)N(C=C1)C1O[C@H](CO)[C@H]2OP(O)(=O)O[C@@H]12","HMDB11691","L0307","b""Cytidine 2',3'-cyclic phosphate ""","305.0413","326.0155","161.980159","[M+Na-2H]","0","-1","-1.78","-2.3","-1.17","-0.65","1.76","7","3","143.91","2","61.64","25.76"
"N[C@@H](CCC(=O)N[C@@H](CCC(O)=O)C(O)=O)C(O)=O","HMDB11737","L0352","b'gamma-L-Glutamyl-L-glutamic acid'","276.0958","257.0774","152.4301305","[M-H2O-H]","0","-2","-3.19","-4.2","-1.55","1.93","9.31","8","5","167.02","9","59.38","25.7"
"NCCP(O)(O)=O","HMDB11747","S0372","b'Ciliatine'","125.0242","124.0164","118.249196","[M-H]","0","0","-1.55","-3.2","-0.55","1.53","10.43","4","3","83.55","2","25.25","10.24"
"CC(C)[C@@H]([C@@H](O)C(O)=O)C(O)=O","HMDB12156","S0216","b'3-Isopropylmalate'","176.0685","175.0607","127.4600287","[M-H]","0","-2","0.28","0.16","-0.33","3.68","-4","5","3","94.83","4","38.6","16.47"
"COC1=CC(C=O)=CC=C1O","HMDB12308","L0436","b'Vanillin'","152.0473","151.0395","124.3006709","[M-H]","0","0","1.31","1.22","-1.48","7.81","-4.9","3","1","46.53","2","41.09","14.82"
"COC1=CC(\C=C\CO)=CC=C1O","HMDB12915","L0362","b'Coniferol'","180.0786","179.0708","138.1773851","[M-H]","0","0","1.51","1.35","-2.01","9.98","-2.5","3","2","49.69","3","51.64","19.28"
"COC1=CC(\C=C\CO)=CC(OC)=C1O","HMDB13070","L0398","b'Sinapyl alcohol'","210.0892","209.0814","146.8428431","[M-H]","0","0","1.36","1.2","-2.26","9.4","-2.5","4","2","58.92","4","58.1","22.26"
"OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O","HMDB15109","S0347","b'EDTA'","292.0907","291.0829","151.1713203","[M-H]","0","-3","-1.25","-5.2","-1.5","1.49","8.13","10","4","155.68","11","62.35","25.64"
"CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC\C(C)=C\CC1=C(C)C(=O)C2=C(C=CC=C2)C1=O","HMDB15157","L0347","b'Phylloquinone'","450.3498","449.342","211.8061674","[M-H]","0","0","8.48","9.7","-6.88","NA","-7.2","2","0","34.14","14","142.96","55.92"
"NC(CC\C(O)=N\C(CC1=CC=CC=C1)C(O)=O)C(O)=O","HMDB29562","L0407","b'gamma-L-Glutamyl-L-phenylalanine'","294.1216","275.1032","162.9509691","[M-H2O-H]","0","-1","-2.04","-1.3","-2.73","1.86","9.54","7","4","133.21","8","73.73","29.25"
"OC(C(O)C(O)C(O)=O)C(O)C(O)=O","HMDB29881","S0187","b'D-Glucarate'","210.0376","209.0298","130.9163121","[M-H]","0","-2","-1.77","-3.1","-0.52","2.83","-3.7","8","6","155.52","5","38.14","17.03"
"OCC1OC(OC2=CC=C(O)C=C2)C(O)C(O)C1O","HMDB29943","S0273","b'Arbutin'","272.0896","293.0638","159.5155382","[M+Na-2H]","0","0","-1.36","-0.9","-0.84","9.82","-3","7","5","119.61","3","62.16","25.92"
"COC1=CC=C2C(NC3=C2C=CN=C3C)=C1","HMDB30311","S0284","b'Harmine'","212.095","211.0872","145.2753908","[M-H]","0","0","3.05","1.85","-3.54","13.54","6.15","2","1","37.91","1","62.37","23.45"
"CSCCC(NC(=O)CCC(N)C(O)=O)C(O)=O","HMDB34367","L0408","b'gamma-Glutamyl-L-methionine'","278.0936","259.0752","160.0368954","[M-H2O-H]","0","-1","-2.79","-3.2","-1.91","1.92","9.31","6","4","129.72","9","65.67","27.85"
"COC1=C(O)C=C2OC3=C(C(O)=C(CC=C(C)C)C(O)=C3)C(=O)C2=C1CC=C(C)C","HMDB35796","L0394","b'D-Ribulose 1,5-bisphosphate '","309.9855","330.9597","150.9012702","[M+Na-2H]","0","0","4.41","6","-4.64","7.28","-4.2","5","3","96.22","5","117.71","45.21"
"CCCCCCCCCCCCCCCCCC(=O)OCC(O)C1OC(=O)C(O)=C1O","HMDB38242","S0271","b'Ascorbyl stearate'","442.2931","441.2853","207.6229982","[M-H]","0","-1","6.11","5.9","-5.47","4.45","-3.6","5","3","113.29","20","119.83","52.91"
"OC1=NC(=O)N=C(O)C1","HMDB41833","S0381","b'Barbituric acid'","128.0222","127.0144","112.692329","[M-H]","0","-2","-0.61","-0.54","-1.5","5.45","-4.5","5","2","82.25","0","26.62","10.28"
"NCCO[P@@](O)(=O)OC[C@@H](O)CO","HMDB59660","S0362","b'sn-Glycerol 3-phosphoethanolamine'","215.0559","214.0481","138.9547817","[M-H]","0","0","-2.31","-3.4","-0.77","1.87","10","5","4","122.24","7","43.82","18.88"
"O[C@H]1CN[C@H](C1)C(O)=O","HMDB60460","S0275","b'cis-4-Hydroxy-D-proline'","131.0582","130.0504","122.0240397","[M-H]","0","0","-3.31","-3.7","0.57","1.64","10.62","4","3","69.56","1","29.38","12.34"
"OC(=O)C(=O)CC1=CNC2=CC=CC=C12","HMDB60484","S0357","b'Indole-3-pyruvic acid'","203.0582","202.0504","138.8217524","[M-H]","0","-1","1.71","2","-2.93","3.49","-9.8","3","2","70.16","3","53.8","19.73"
"OC[C@H]1O[C@@H]([C@H](O)[C@@H]1OP(O)(=O)O[C@]([H])(C)CNC(=O)CC[C@]1(C)[C@@H](CC(=O)N)[C@@]2([H])N([Co]C#N)\C1=C(C)/C1=N/C(=C\C3=N\C(=C(C)/C4=N[C@]2(C)[C@@](C)(CC(=O)N)[C@@H]4CCC(=O)N)\[C@@](C)(CC(=O)N)[C@@H]3CCC(=O)N)/C(C)(C)[C@@H]1CCC(=O)N)N1C=NC2=CC(C)=C(C)C=C12","HMDB00607","L0183","b'Cyanocobalamin (Vitamin B12)'","1354.5674","1353.5596","334.3012565","[M-H]","0","2","1.87","NA","-4.55","1.84","8.77","NA","NA","NA","NA","NA","NA"
