Accession,Symbol,BT549,HS578T,MCF7,MCF7ADR,MDAMB231,MDAMB435,T47D,SF268,SF295,SF539,SNB19,SNB75,U251,COLO205,HCC2998,HCT116,HCT15,HT29,KM12,SW620,CCRFCEM,HL60,K562,MOLT4,RPMI8226,SR,LOXIMVI,M14,MALME3M,SKMEL2,SKMEL28,SKMEL5,UACC257,UACC62,A549,EKVX,H226,H23,H322M,H460,H522,HOP62,HOP92,IGROV1,OVCAR3,OVCAR4,OVCAR5,OVCAR8,SKOV3,DU145,PC3,7860,A498,ACHN,CAKI1,RXF393,SN12C,TK10,UO31
IPI00442098,PPP2R5C,0,22663,51970,126190,162110,22199,101880,244290,48588,0,398370,22984,152430,0,0,0,8982.3,0,13430,278900,452330,0,187370,0,0,38570,34692,195500,79173,0,0,258120,256770,381110,0,11773,0,53959,40156,0,32261,8735.9,29114,0,0,0,0,0,91279,834640,112470,0,14184,0,0,104810,0,0,46798
IPI00442135,HDLBP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880390,0,0,0,0,0,0,0,0,0,0,0,0
IPI00442146, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261810,0,0,0,0,0,0,0,0,0,0,0,0,0,37066,0,0,0,0,0,0,0,0
IPI00442171,PREPL,0,0,0,0,0,0,107770,337380,0,0,0,0,0,95833,0,2223.3,7224.7,0,0,0,0,0,0,61812,0,102600,0,66117,0,0,42576,95163,0,381230,276680,34671,0,59008,0,0,0,7129.9,0,0,0,203640,0,0,50348,84550,30641,0,166000,136980,63672,0,0,63517,0
IPI00442210,ABI2,0,0,0,0,0,47099,0,621040,0,0,376630,0,0,0,0,0,0,0,51642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88841,0,0,69730,0,0,0,0,0,0,0,162940,0,80618,0,0,0,0,0,0,0,0
IPI00442274,NFXL1,0,0,0,26874,0,0,0,0,0,0,0,3344.8,0,0,9517.8,0,0,0,15667,0,0,24613,0,0,0,0,0,0,0,13432,0,0,0,81370,0,0,0,18095,0,0,0,0,0,6579.9,16226,0,0,0,0,0,16020,0,0,0,0,0,0,0,1172.4
IPI00442307,KCNAB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00442337,FLJ16039,0,0,0,0,19461,0,0,0,0,0,0,0,0,0,0,13626,0,0,26193,0,0,0,141320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49913,0,0
IPI00442344,SLC27A1,0,16983,0,0,19004,15663,0,0,0,0,557780,10724,16670,0,19230,0,0,489480,0,0,0,0,0,0,0,161410,0,43346,46750,0,748030,24238,488390,1241800,0,0,0,0,0,0,0,0,0,448830,0,0,0,0,82267,0,0,0,23674,0,84729,5977.8,0,0,0
IPI00442912,PMPCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00443415,MCC,0,0,0,0,0,0,0,30398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82330,0,0,0,0,100870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129080,0,0,0,0,0,352240,0,0,0,0
IPI00443474,FKBP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7628.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00443534,NSFL1C,0,0,0,0,618540,0,0,0,0,0,0,1019000,0,0,0,650220,0,0,0,0,1515100,3076500,0,0,0,0,0,0,1265900,0,0,0,0,0,0,418490,1211100,987690,0,0,0,14278,0,0,0,0,0,0,0,1989900,0,0,0,786070,0,0,0,0,0
IPI00443799,SLC38A10,0,0,0,0,0,0,0,0,43356,691710,27910,0,142270,1964.9,3904.7,6494,23531,11039,0,0,0,0,0,0,0,0,219660,0,0,0,0,14861,0,0,71076,1856.4,106160,0,0,9503.3,8875.1,0,0,0,0,4135.5,0,0,0,14303,0,0,0,0,0,0,0,0,0
IPI00443909,CNPY2,13807000,1786400,5931400,8435600,871040,486080,3629200,17578000,3992300,9154900,2641800,1706200,9440200,3339600,2671100,1410000,2073500,6869600,4971000,3788400,2708800,7383600,2583900,7492900,11606000,11007000,3073800,16095000,10807000,2267200,236060,11294000,4754300,83890000,4936900,159380,9387600,8405700,9070700,23157000,2692400,440220,11732000,491090,3571200,46154000,2816000,5015300,4502100,6850700,13821000,0,8735200,6747000,921680,6441900,8937000,9219800,4682900
IPI00444046,SRCAP,16670,0,189430,27495,7263.3,79472,0,0,554330,133410,1215300,0,0,0,49174,202890,24528,445570,477340,285360,836630,165070,534590,342360,1212800,0,729030,0,0,89673,570.59,284280,2992.2,32620,0,0,251760,0,730080,0,43093,0,0,0,7283.8,316080,450350,696000,271930,765800,16781,0,0,0,298670,161540,0,2616.2,17927
IPI00444371,WDR44,55351,0,15007,131730,17204,0,0,271890,142920,0,49416,0,49683,22176,0,0,0,0,86778,127040,25004,0,488990,11901,0,0,0,68535,3219.7,0,0,0,124690,0,112830,0,40214,101140,0,83311,0,248.99,28194,4181.4,0,0,0,131660,0,85166,11348,0,0,0,0,343220,330910,0,15714
IPI00444397,MACF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1861200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00444452,MOV10,143100,0,0,0,158450,0,0,365190,0,0,0,0,0,0,0,0,0,0,30261,0,0,0,56398,0,0,0,0,0,22954,8325.3,0,0,0,0,0,0,50891,0,0,29054,54214,2365.4,11308,0,0,0,0,56965,0,80809,0,0,0,0,50238,156610,0,0,0
IPI00444646,SYNRG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35588,0,0,0,0,0,0,0,0,14616,0,0,0,0,0,256120,0,172360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91505,518010,46129,0,0,0
IPI00444788,SH3BP1,0,14253,0,0,0,0,0,0,0,0,1867900,0,0,0,0,0,0,0,191400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00444820,EPB41L2,0,0,0,0,0,0,0,0,0,0,0,0,0,315860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00444937, ,0,0,203160,0,0,0,168640,0,0,0,0,0,0,0,0,232010,0,31369,9070.5,0,13976,0,0,0,0,0,0,128510,36732,0,1434.6,0,0,190440,0,9883,0,29275,0,0,57444,26197,0,0,0,149270,0,83518,53558,0,0,0,0,54593,0,0,0,0,114670
IPI00444945,BAX,813920,356410,2251300,3022000,3808500,1479200,500330,5736900,540120,716130,890750,933990,1783700,1013500,1131000,450750,335850,3213300,1192500,2122100,3254300,6898100,345810,2320100,2535100,5475800,1723300,10949000,2446700,527410,106170,4388200,3526400,11059000,1028900,149250,3739300,1589700,248860,1445800,811280,296460,3244200,116010,577350,7870100,1811800,2165100,1149600,0,1618900,0,4298200,1740600,1626700,2685600,947600,2719800,4418900
IPI00445429,SEC31A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863160,0
IPI00445977,LHFPL2,980080,238710,0,0,0,0,0,0,120700,120610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2258600,0,0,0,0,0,0,0,0,0,0,0,0,0,73863,0,51175,0,0,0,0,0,0
IPI00446294,TOM1L2,0,0,0,139510,78319,0,7041.1,168360,0,0,150680,303130,347400,0,0,0,0,0,0,0,0,0,0,0,0,27262,0,896900,0,0,49782,0,69592,83798,0,0,0,0,0,0,52202,3591.4,0,0,0,0,0,0,0,0,0,0,125390,0,0,0,0,0,0
IPI00446645,TXNRD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00446765,INTS4,0,0,42200,25868,0,0,0,0,0,19013,315950,0,20939,8044.6,24651,34519,4003.6,0,35803,29085,0,0,0,11458,0,4230.1,2656,0,10806,5464.8,7763.9,76179,127980,201300,0,1903.4,7715.7,0,0,14147,0,4931.7,0,0,61191,0,0,0,41358,0,0,0,0,0,0,0,40505,0,0
IPI00446798,MTCP1NB,0,0,167360,0,0,0,0,129720,1035900,609880,0,8470.9,0,146320,0,0,0,0,438300,0,0,0,0,0,0,0,0,0,390340,0,0,0,164720,1738000,0,0,0,0,620170,327180,446420,0,124950,0,0,1969800,0,411610,85713,0,77666,0,776290,0,0,0,83152,232760,196400
IPI00446875,ERGIC3,1476400,751720,920370,1200400,519630,121500,154150,136430,1179000,2316300,3070800,139210,1489600,168310,1355800,125940,0,1104200,107790,0,0,0,0,0,0,676900,48289,2954700,1311100,58360,401300,2752600,6008200,3041600,0,211270,5543000,728150,12210000,298020,0,333370,192220,69825,52439,4365600,2603000,0,2041700,957420,601540,193910,1817500,0,1908700,4853200,201060,276390,1413800
IPI00448095,DCXR,618480,363590,21431000,1052400,1259900,823190,7000100,7385700,7639100,3403700,17086000,144560,4422300,859750,250650,2198900,196700,828360,1826400,7688700,1876400,11844000,2224200,2730800,8789600,3837800,455260,6982300,1214700,369970,24766,5956800,8067500,5237100,1230800,27946,943310,404300,156780,1308000,2633200,13163,490240,155730,1069800,14129000,8012000,369120,1369700,826560,1476000,0,713810,0,2833000,0,146770,652340,239610
IPI00448616,DENND3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9466.1,0,0,47480,0,0,1112.3,7453.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19226
IPI00448630,SARM1 (includes EG:23098),0,0,0,0,0,0,0,92985,57678,0,119520,57405,0,0,0,0,0,0,0,0,0,0,0,0,0,10599,0,0,37596,0,0,111100,753550,925850,66201,0,0,45278,0,0,48296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20106,0
IPI00448751,KIAA1598,0,0,1133200,0,0,95167,661690,0,0,0,106110,0,911240,823290,272960,1473900,288960,232150,923570,2828900,0,0,331920,0,121270,58434,0,0,134870,12591,0,789540,233260,0,1466500,101810,0,0,283610,705200,333630,0,0,277410,9806.2,248280,56916,56816,755400,502850,981180,0,759480,44456,142370,1282700,599450,137600,33484
IPI00448762,MT1X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673720,0,0,0,0,0,0,0,0,0,0,0,0
IPI00448798,CSNK1A1,50086,13320,91316,808650,250250,0,147450,640570,365050,175070,3653300,264980,1059800,315830,521240,127160,1886.4,263150,99006,589290,578810,219980,121470,279920,196420,76206,72204,1388200,51344,40715,56377,169180,259460,528550,54045,13603,0,69581,66928,185930,49025,62594,48047,78884,11063,79831,93609,159680,61131,89674,61747,0,100840,61461,6493,151810,8977.4,13486,44551
IPI00449029,CLMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4331400,0,0,525560,0,0,0,4370500,1054700,0,0,0,0,0,141870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00449049,PARP1,7895600,708840,10841000,17406000,2860400,1993300,4655600,12375000,4276800,3158700,7993800,6157700,12971000,1711300,6338200,3859300,4696100,6405200,7774200,3736600,8519400,21232000,15922000,5458400,41521000,10632000,584050,39576000,6756200,2462000,1286700,35748000,44146000,16859000,3192600,483880,3354500,12682000,943420,21804000,10976000,694340,15553000,1727400,1547200,11834000,2435900,9376100,3057900,11932000,27868000,687080,7740600,2762200,3455100,16158000,15870000,3795100,1879800
IPI00449197,GMPR2,0,0,0,450280,351810,0,0,0,79140,0,746190,0,629160,238420,262130,86769,63338,0,71950,279250,337040,962770,0,633470,0,0,0,0,88235,92156,0,0,269580,0,98940,110940,140310,0,240800,0,0,0,85680,135980,0,0,550440,436250,365880,0,320510,0,0,0,0,0,0,137600,144240
IPI00449906,ARHGEF7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00450071,TSEN15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91970,0,0,0,0,0,0,0,0,0,0,0,0,0,477530,365250,0,0,0,0,0,271050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00450975,RPS16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00451941,TSEN34,0,0,702930,74891,362850,0,201770,0,0,0,207910,0,188110,0,26383,168330,49557,130010,0,172030,49839,0,111470,0,137090,86775,0,470750,0,0,0,0,559980,0,0,22192,121200,87749,0,128910,164620,0,0,27869,0,0,0,448640,0,219250,63893,0,0,0,0,0,100550,0,0
IPI00451965,UGT1A6,0,0,0,0,0,0,0,0,181270,0,0,0,0,3256400,4394400,0,0,3072000,0,0,0,0,0,0,0,0,0,0,0,15397,0,0,0,0,0,0,0,0,264000,0,0,0,0,0,0,0,0,0,7088400,0,901900,2104300,1144200,0,26866000,0,628560,2454100,0
IPI00452731,NDUFA7,0,0,4127900,1280400,397070,580560,0,912070,368210,190150,0,0,0,193900,277340,290520,0,547810,405930,0,27530,0,0,0,183550,1273300,301710,896670,0,0,20592,620910,0,368390,345860,0,442730,295440,0,994970,30531,0,0,0,0,231560,0,0,275830,0,1374600,0,271070,44424,0,0,0,0,0
IPI00453232,PPT2 (includes EG:100126133),0,0,0,1481400,0,0,264790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242620,0,505470,615790,0,29755,0,572190,0,306470,50303,233100,0,0,0,0,0,0,0,0,0,0,91768,0,0,0,0,0,0,0,0,0,0,0
IPI00453458,NCOA7,0,0,0,0,0,0,0,0,0,0,0,13023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00453473, ,14793000,1343400,13018000,12815000,6892300,2144900,3950400,91974000,4301200,4762500,0,1241600,2728000,14940000,5030000,10118000,413230,12700000,6271500,5667300,5670800,27066000,16317000,52651,13643000,5687800,4529400,39353000,753260,61204,24904,497010,90048,23651000,859970,349150,8131500,0,2685700,20370000,8411300,202640,6600300,12738,0,23329000,1167900,12906000,9178600,8937800,13094000,29972,8205500,3443000,0,591910,137760,4711700,3521700
IPI00454951,SORBS1,0,0,0,0,0,0,0,0,0,0,0,99045,0,418990,0,0,0,0,0,0,0,0,0,0,0,12415,0,0,4230.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3303.9,0,0,0,0,0,0,0
IPI00454991, ,401810,356090,0,0,151220,228220,0,0,0,0,0,230270,754950,341960,0,0,0,0,93362,0,0,0,118070,0,0,298420,84536,1714800,146240,28792,87165,0,0,1618700,175440,83020,127700,356400,108630,350390,0,285470,0,0,620090,0,888530,0,342620,0,781590,0,336750,0,0,1236000,0,0,0
IPI00455023, ,21908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00455134,HNRNPA3,0,0,830840,197240,496600,0,0,4697000,19542,113310,809640,1855100,1005200,181750,652120,45963,27718,646670,144730,312680,120370,850570,0,252260,2743600,177110,648580,537200,2543900,279080,148740,0,519810,0,822570,63812,1408900,19276,1921200,80048,542810,1036700,341350,0,0,971860,1114900,0,284530,0,733750,0,51006,1383600,158250,205410,0,18402,0
IPI00455153,NFU1,341840,495590,1322800,811810,1938800,416900,1177900,1720800,3053200,396340,5946900,282550,3195200,1150300,1032100,824300,154660,854900,1947700,10658000,367220,458790,516550,478080,0,1475100,1158300,2026200,740790,363540,431290,2630200,0,9322200,1665700,460300,3143500,653060,522670,3068300,1870900,1610500,640850,212860,676350,7021500,7001500,1799300,1993300,3233600,3105300,0,1664400,1365500,827410,743600,1314000,914390,953940
IPI00455165,PANX1,0,0,0,254280,182190,94659,42509,175820,19904,82975,0,0,531790,0,0,43874,0,120940,0,0,0,0,0,0,0,402060,222620,1880800,90773,0,0,412720,0,0,0,56964,255750,41660,12777,0,125170,94872,100560,0,0,0,0,0,42219,270680,0,0,111990,100360,0,557810,0,0,215460
IPI00455167,AKR1C1/AKR1C2,1069000,300550,0,0,0,1915400,0,0,278460,0,0,0,0,706460,0,0,0,0,0,0,0,0,257500,1560900,0,0,0,0,0,0,0,0,0,0,3529200,0,0,0,586880,3157000,0,0,0,0,0,0,0,0,194080,0,0,0,534930,0,0,0,0,0,0
IPI00455190,COX15,101770,0,308880,521180,0,0,101620,0,0,0,0,0,130030,64345,386310,63522,0,214740,116320,507190,0,519060,77999,34025,0,0,0,138070,45735,0,2903.6,225460,0,61966,0,1480.9,552800,22375,0,405480,26818,0,0,0,52283,0,59904,0,0,290470,0,0,0,15696,0,0,0,0,0
IPI00455210,CHD4,276870,352020,4094500,2333100,176730,205020,241720,1472000,755500,1953500,1194600,533470,1594700,455690,1554100,165910,129330,2697800,1244200,2041100,1441500,1957000,1116500,2169900,2661400,464050,152210,3814200,1111300,470670,38711,2294100,5568300,4851100,224710,26103,2426200,145240,12596,2766900,727520,37230,1570900,698080,361590,1629600,413350,734720,485030,931310,356600,377750,368840,721970,1183300,1022200,555860,410720,142970
IPI00455268,TRMT5,570770,389940,2196700,387850,1080400,217160,301410,0,678710,802200,2019100,0,0,652950,147600,111700,84001,0,321270,1372000,317180,1296000,992270,20453,0,361000,614310,0,161720,210100,0,92971,1924800,1659400,145050,18481,57527,420010,82265,1736300,137160,8172.3,220760,71931,141890,1573600,1198800,1069200,536370,1519400,141100,1228500,286400,129420,653650,118180,495780,35402,40210
IPI00455316,FRAS1,0,0,0,0,0,0,0,0,0,0,0,0,1263.7,0,0,0,0,0,0,0,0,0,19286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1733.4,0,0,0,0,0,0,0,0,0,0
IPI00455329,PLXNB1,0,0,0,0,0,0,0,0,0,0,0,2350.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5588.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00455408,GLTPD1,0,0,0,0,0,126860,54491,0,0,0,0,0,0,61973,0,0,0,0,0,0,0,0,0,0,186660,20512,0,54228,0,0,0,0,0,110620,0,12612,0,39255,0,0,0,10861,0,0,9858.1,0,0,0,0,0,101750,0,27111,0,0,0,0,0,0
IPI00455444,POLR2M,0,0,155910,0,0,548550,0,0,95892,0,0,0,0,0,0,64223,0,111390,93171,614590,85683,0,131260,0,0,0,0,2039000,0,0,0,0,0,0,0,0,0,141330,0,0,0,0,0,0,0,0,0,0,111220,0,0,0,0,0,0,0,0,0,0
IPI00455473,MIA3,128000,62986,34423,457750,9237.2,0,29061,8194,232920,362030,198510,211610,195870,7228.9,190190,42306,112070,16038,51753,71288,47876,0,67348,5617.9,143970,4628.9,0,83547,67369,162080,35979,120410,579010,377620,32216,4052.5,62946,35170,45550,524280,47718,15072,333090,106520,70310,0,44664,84206,62483,193940,460410,62749,35624,37138,71472,49050,819240,63538,34086
IPI00455518,MORC2,0,0,539100,0,0,0,0,0,0,0,27718,0,0,0,0,0,16789,0,75392,56198,87628,0,157200,57806,0,69677,0,99292,12010,8151.4,0,0,448260,0,0,0,0,30207,0,23061,0,0,0,15488,0,115950,0,0,38070,12229,0,7207.6,0,0,0,54631,0,6017.9,0
IPI00455599,HSP90AB2P,1089500,1613.4,12239000,11354000,6681400,9099100,8155300,24233000,88417,4789400,0,3894300,8379700,3679300,4570500,13198000,1924300,3628400,4861400,7837300,731300,12313000,104580,11497000,16080000,2388700,5893800,37411000,2578800,1645200,2748900,15332000,14472000,14733000,6329000,1858500,958400,759330,258220,11224000,4129100,2776700,3612200,7348100,2074400,13668000,3027400,9000900,3128500,8748300,29660000,2155000,6840400,5751500,6915700,12746000,11773000,4238800,3623500
IPI00455620,RUFY3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12816,0,0,0,0,0,0,77634,0,0,0,0,0,0,0,0,0,0,0
IPI00455806,PEG10,0,0,0,0,0,0,0,0,0,0,392560,152390,6334100,0,0,0,0,0,33762,624450,0,0,0,0,0,0,0,0,0,76011,115300,178220,0,281640,0,0,0,0,0,0,0,0,91366,0,0,275750,2421300,0,0,0,0,0,0,273740,0,2899400,0,48354,0
IPI00455835,PLEKHA2,0,0,0,310380,0,0,0,0,7657.6,0,0,0,0,0,0,0,0,0,0,1146100,0,0,0,0,0,0,0,0,0,55235,0,0,263730,0,0,0,0,0,0,0,0,5095.2,0,0,0,0,0,0,14412,0,0,0,98737,0,0,279280,0,182870,0
IPI00456008,ATP5J,4184400,853180,230090,3079800,735230,829560,2956600,1188500,2862400,877630,0,1023500,111140,910360,2422800,2732100,133640,5756600,570570,381650,430710,2381900,1866300,0,1922000,6880300,3017900,6195300,1745000,205890,84474,1900000,547310,12996000,361010,577110,4421900,0,3908500,970350,2826000,29050,4899900,0,45631,4508700,166550,733700,8307900,2954200,0,32324,2989700,627610,0,479140,172890,1451600,1302900
IPI00456048,COMMD2,0,193500,715540,102680,405930,298360,127730,2233300,0,364260,0,0,215630,261810,0,111840,0,248820,72413,1301600,336170,0,272180,517750,395240,400110,0,2004300,87871,0,0,386470,26356,177390,597820,0,261700,0,0,195080,99068,0,0,0,34164,202610,0,121380,508780,0,132130,21209,0,96770,149030,0,46112,154980,183860
IPI00456146,SMARCD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00456149,GALNT12,0,0,0,0,0,0,0,0,0,0,0,0,31390,0,0,0,19621,53431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5082.9,0,0,0,0,21041,0,0,0,0,0,0,0,0,0,0,0,0,175900,0,0,0,83359,0
IPI00456157,PDSS1,0,0,0,0,0,23662,0,0,0,0,0,0,0,0,22711,0,32270,0,0,0,82341,0,0,23269,0,0,0,0,0,0,0,0,0,0,0,8476.1,0,6254.2,0,0,0,25348,25446,15083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00456359,ATXN2L,100190,242310,1497900,688820,154560,198540,172770,12738,1012300,115760,1748900,223160,650480,0,785410,86697,306670,367950,1422100,4706500,2082800,430260,3894400,1425400,209320,346510,80390,3346400,29795,51687,0,1417700,1883500,268650,14937,0,348190,572550,0,177030,124750,0,87761,278240,48086,424130,630240,343300,110240,833550,1006800,200970,15655,12087,399530,1290800,1374500,6814.6,13759
IPI00456429,UBA52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00456534,TTC7B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92753,0,0,0,0,0,0,0,5811.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00456628,RLTPR,0,0,0,0,0,0,0,131530,0,0,305310,0,0,0,504560,0,0,0,82189,0,193790,0,0,410980,106160,0,12677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36593,10130,63731,0,0
IPI00456629,ZNF534,0,0,0,0,0,60735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48401,0,0,0,0,0,0,0,0,0
IPI00456630,FNDC3A,0,0,0,345750,0,0,0,0,1472200,78532,288860,15289,229050,261550,222610,7574.5,57678,0,228200,596880,105730,0,0,0,0,411110,14598,110930,70269,31287,28368,839260,6889700,834480,0,0,467090,112570,0,91882,0,2034.9,272660,9744.9,8474.3,0,0,75740,325670,273980,0,31948,58964,236870,393450,305190,66991,71870,198170
IPI00456631,KDM1A,291230,84457,3742900,1072600,62110,0,585900,163360,0,1219100,257360,181050,1156400,270800,513890,193670,119960,849900,932120,254960,1021200,3121100,1216300,1391400,741930,24023,59910,893720,205150,84007,62738,1697500,1689800,2446000,77049,11590,24045,0,0,3014000,1365200,63308,202750,8207.1,572020,2999200,62161,360650,589960,549560,1177800,21527,17407,95777,288140,549180,1390100,48253,104520
IPI00456642,HECTD3,0,0,0,0,0,0,0,166090,0,0,0,8400.5,38382,0,42870,0,3308.1,0,6224,0,13153,0,0,0,49067,0,0,122010,0,0,0,63690,43799,42589,0,4803.4,15074,0,0,0,0,0,0,14112,0,0,0,0,0,0,23596,0,0,0,0,57269,21162,0,0
IPI00456664,NIT1 (includes EG:27045),99202,0,0,0,0,0,724890,3645200,0,152850,809230,271720,1268200,867080,573510,302450,125690,542310,73943,323300,651090,523470,469640,0,1714600,66113,0,625390,1376100,0,61724,0,1356200,4031300,1200800,68353,383440,1772400,1315700,403830,857630,76929,59539,85517,61277,383180,1535700,0,1279200,1571200,0,0,1126500,532280,871110,0,0,539660,665210
IPI00456728,RANBP3,0,218790,52792,3361700,1351300,643460,124970,53541,284760,139370,2183100,175150,784800,0,106110,55189,0,462750,252690,1361400,842010,0,1176100,837930,261450,2009600,67535,136980,0,0,109790,505730,2204000,295080,664530,2702,2033200,413120,0,144100,479190,18010,89020,282740,40633,190950,0,2951700,1687100,1688500,2336800,1931.4,415890,45677,718570,862880,2221900,162880,30194
IPI00456744,SH3BP1,188110,30648,119040,400420,0,322030,113010,0,0,78486,258210,19395,0,388980,137110,665590,15743,83360,211770,273960,47121,167160,120530,15767,318730,38323,0,851110,44103,0,27961,133210,1291900,76523,0,0,53428,0,0,0,0,0,0,0,0,0,71003,56859,0,32735,0,0,0,0,0,0,0,17445,0
