Accession,Symbol,BT549,HS578T,MCF7,MCF7ADR,MDAMB231,MDAMB435,T47D,SF268,SF295,SF539,SNB19,SNB75,U251,COLO205,HCC2998,HCT116,HCT15,HT29,KM12,SW620,CCRFCEM,HL60,K562,MOLT4,RPMI8226,SR,LOXIMVI,M14,MALME3M,SKMEL2,SKMEL28,SKMEL5,UACC257,UACC62,A549,EKVX,H226,H23,H322M,H460,H522,HOP62,HOP92,IGROV1,OVCAR3,OVCAR4,OVCAR5,OVCAR8,SKOV3,DU145,PC3,7860,A498,ACHN,CAKI1,RXF393,SN12C,TK10,UO31
IPI00030985,FAM96A,0,46627,766610,401850,419320,984580,79331,676330,88533,0,0,0,420330,494260,535230,270370,34316,419030,71097,302620,446360,1257400,1097100,630870,2492800,224010,0,1609600,356820,0,17310,994020,99960,1796900,379830,134650,272040,237950,0,1507100,105370,30445,453300,0,0,228540,564750,162800,66370,772580,0,0,600620,223430,0,0,197350,668230,332840
IPI00031000,VKORC1,4341900,882600,2845900,962360,1195700,1235900,1077500,2839100,1270600,8228700,281980,2348600,0,553930,356120,518190,0,188400,244810,0,401510,5735600,0,499540,3940400,3959600,356710,363640,4185200,106910,58531,5901300,17560000,37271000,601100,9292.5,1266400,465430,413570,6139700,777490,0,3332000,354830,0,6062800,2913100,2374000,476170,1184600,734120,533520,2621100,1143400,1045400,1203000,908360,542480,2406800
IPI00031005,SGK196,249840,633350,0,574930,0,0,0,0,0,260150,0,0,981600,0,613130,0,0,177970,0,0,0,0,0,0,0,0,0,1051500,60599,0,0,0,0,0,0,0,294820,30087,0,0,184870,0,0,49476,7249.5,0,0,0,0,0,0,0,0,0,0,295800,0,0,0
IPI00031008,TNC (includes EG:116640),0,0,0,0,0,0,0,1132400,0,96697,775450,147670,711560,1854.8,0,0,0,0,0,0,0,0,0,0,0,0,0,344700,65105,0,207030,28783,73562,1159000,0,0,0,0,0,0,0,0,0,49813,0,0,0,0,0,0,9534.6,13973,0,0,0,6400,26871,0,0
IPI00031023,FLII,142000,121190,679760,1324400,776720,237950,230250,5891700,1438900,1099500,571880,441630,1991800,308080,705170,656020,648820,942320,611030,1425900,1045100,1690700,392980,1096700,3038100,236130,154400,4530900,267210,513400,65970,1756900,2348700,2312300,842990,46769,1040500,129720,34451,1127700,128780,88850,460120,64508,76190,1890000,1257100,769470,686150,1813300,332440,162310,1150800,1546900,634050,1818300,1074900,961090,2076200
IPI00031030,APLP2,182270,0,0,0,104380,0,44305,202440,0,0,0,0,0,10791,0,0,4575.2,133930,0,0,0,0,0,0,0,0,138130,0,0,99347,0,0,0,0,0,2482.5,117560,9407.4,30679,57701,0,6219.6,32960,0,0,79566,966840,0,506160,189820,239080,0,16857,5886.7,0,8574.7,117100,3891.9,45811
IPI00031052,G6PC3,0,0,381640,119810,33418,15788,104000,0,0,0,412360,88841,0,0,410180,0,0,0,45394,0,0,91626,0,0,0,465600,0,0,118490,0,95876,651160,528840,2241800,0,44312,731060,106190,0,218850,392590,250430,0,0,0,0,131070,0,547280,51100,423040,0,235630,55326,0,0,0,141270,45815
IPI00031064,TMEM126A,0,320580,2246300,3022300,1217400,393860,1893400,1657000,975870,356360,287560,548780,970130,412930,481080,79713,12924,581710,1314500,242500,358750,299700,101600,319760,1210800,1582700,1649700,5407800,530770,37021,0,375840,2217500,11423000,779410,117290,2469800,586950,435270,1107400,1208900,163710,2472300,0,170360,1825300,2262800,903530,1183100,1080500,1933700,0,341380,272460,280480,0,618960,181020,444840
IPI00031091,EFHD1,0,0,0,0,0,0,4662800,0,0,0,0,69759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3140.2,0,0,67412,0,189670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00031106,PSMG3,2867200,0,1191800,828990,2421400,97536,506010,564910,242790,0,0,307810,78548,580200,316540,971840,0,1027000,265180,0,345180,1189500,3173000,0,835240,0,680830,5955600,0,0,71471,0,0,4230900,0,150370,313440,0,115090,2689500,512300,128270,599940,0,0,1274400,0,1933500,63134,1772300,5886000,0,2729400,347870,0,0,0,1459800,803280
IPI00031109,NDUFAF2,3342300,447780,3048400,4329800,2759500,274520,1287400,0,1875800,1251300,768730,455990,3502600,1866400,255220,33087,500180,3556700,3389600,7383000,646660,431270,915880,0,6312200,2538500,980020,5730900,134320,512580,0,2026800,1299400,23718000,1476900,12338,7602000,434570,191610,9162300,2533900,24015,1333000,255770,1093200,6123400,727310,2798400,1722200,2853900,6304600,0,712780,440640,2250500,189460,1183200,472580,285470
IPI00031115,GOLGA1,0,0,159570,0,28927,0,227620,0,0,65340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63536,157500,0,6777.6,169970,94179,0,0,1017.8,72527,0,0,63522,0,0,0,14616,0,0,0,0,0,0,190160,14291,0,0,38291,0,44905,0,0
IPI00031118,ALKBH7,44992,143860,0,269200,57023,0,0,0,97376,50436,606530,0,0,0,0,0,22141,0,27389,183900,86467,0,0,133540,0,16828,31184,157310,0,0,109770,0,88148,0,41997,0,0,48201,0,0,0,0,0,0,0,4421600,0,413890,0,370750,511800,0,135750,0,91945,0,57158,0,0
IPI00031127,YIPF4,574520,525830,0,430160,612570,174640,234550,289470,2187000,780430,1315400,0,1662300,266520,163340,198100,0,506480,145290,1941200,340370,0,491110,0,491330,657470,262480,1159500,126960,56813,0,476370,159660,1262600,1362100,208290,9930000,143580,699570,800980,599180,0,0,32551,0,1866800,669330,715460,648320,771090,518380,0,360630,62475,342490,498850,0,109430,0
IPI00031131,C20orf3,27110000,12520000,9333100,9827800,15987000,8551100,2434100,10899000,1206400,23227000,50232000,15296000,15822000,2492100,13766000,3422500,515490,8301900,1702900,7927800,709610,4096000,142520,2662900,0,14646000,1508100,43866000,20326000,862980,894230,15677000,26505000,62946000,8060000,668800,18203000,12336000,20825000,13779000,4245700,494590,26617000,6561400,201260,12468000,12258000,5215400,2198600,11244000,3648400,0,10358000,4021800,5790600,44129000,196040,7754300,11172000
IPI00031138,PRADC1,0,0,79827,0,41266,0,62501,0,0,0,0,0,0,0,19932,0,0,0,0,0,0,0,0,0,0,23274,19253,0,0,0,0,0,0,225680,0,15802,0,0,24577,103810,0,0,0,0,0,192240,72068,0,50647,76406,84492,0,0,0,0,0,47527,0,0
IPI00031169,RAB2A,44229000,14915000,16837000,30604000,13083000,13093000,17455000,13016000,19369000,21524000,30136000,5636900,21053000,7909400,10525000,5761200,3345500,24023000,3632900,16492000,7962500,7057300,9446500,8114100,4931700,33639000,15310000,39416000,10244000,3943300,865680,13350000,4172000,45475000,13678000,5607400,9005800,10734000,12791000,14147000,8111800,4152600,21144000,791660,7220600,142170000,44587000,26320000,21440000,13982000,5829000,1633600,49163000,11922000,9711700,20505000,6181000,12592000,10025000
IPI00031357,PPOX,0,50295,65755,283520,94243,71763,222670,0,0,603870,1676700,12262,1047100,32732,80859,19533,6463.6,32247,0,88286,102560,0,289390,67977,0,428340,9656.5,317400,274470,18194,204150,136660,2172400,1859700,0,25665,821430,325420,554180,565730,722280,44818,296160,96803,12236,306860,85156,0,252570,775360,64378,0,329960,118120,980630,207550,0,219050,95637
IPI00031370,TUBB2B,1088200,481380,0,13065000,16365000,2936300,4876600,53249000,48107,534270,2173500,32423000,31091000,1071300,990840,604480,175670,3934200,106280,5692200,401470,1739700,1554800,1996200,1399500,2233100,1005600,30289000,7599300,620390,776330,34095000,3155600,5394400,0,499510,3176500,8758000,0,735920,33129000,1996800,780060,10919000,0,0,667230,4377000,1034000,7419900,968800,3554900,1631600,534060,1072700,82559000,408990,296980,8610000
IPI00031388,PIK3CB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46726,0,0,0,0,0,0,0,10928,1254.9,0,0,0,0,0,0,0,247690,22956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5184.6
IPI00031397,ACSL3,2733200,4121400,2513000,18179000,3892600,5324600,955370,16325000,5975600,5933300,28841000,3727800,17833000,3641600,5076100,5095800,1007500,6805900,2814300,6210900,172580,10999000,3600500,4357900,1815900,29053000,3991900,39997000,21298000,1570900,7184100,57913000,135380000,69635000,22032000,1453900,9696600,4535200,1377200,18045000,835020,1100700,7279500,8916100,1166300,26790000,4297400,13576000,8972600,6191000,9821700,8610200,5823400,9899300,2970600,4443400,9985100,3934500,2568500
IPI00031410,MTOR,6988.9,0,33570,59810,7528,9828.6,13415,583790,16687,0,34425,10798,43459,13641,17790,31566,11783,26935,43883,68257,10848,0,59526,91550,129750,7154,2626.8,222590,0,8292.1,2203.3,339270,224640,106710,30633,3422.7,22269,17264,0,76861,16749,8045.1,12113,35155,29778,76102,34719,27255,42226,55096,7089.6,0,7200.4,13851,92062,340980,23761,60396,8955.8
IPI00031411,FAT1,11256,3170.6,0,0,0,0,0,7366.2,0,0,36894,0,0,11286,93533,180490,60245,23467,0,0,0,0,0,0,0,0,6858.2,0,0,0,0,21718,0,0,687.41,265.46,0,0,0,3940.5,0,162.28,0,0,0,0,0,0,18176,7059.8,0,0,0,0,0,5325.2,0,0,0
IPI00031420,UGDH,5017700,15329000,1933400,9453600,2153800,2630000,435520,10139000,9900800,2914600,3558800,2492100,8687200,16830000,14014000,6588300,1625600,10879000,3652500,13902000,422390,967680,740330,112140,635370,2048100,187200,10261000,10739000,1177800,1186600,20803000,7488000,21330000,51146000,1263800,4324700,9752200,23480000,67720000,1783000,1572700,1440300,4176900,1675300,4661500,9310400,4833100,13734000,89448000,6509500,5660400,67601000,2300300,7270100,38488000,5172600,8236900,1822500
IPI00031421,TPST2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74530,0,0,0,168560,0,0,0
IPI00031422,SCN5A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9400.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00031458,ICMT,638440,558510,239830,629770,0,0,131510,378230,185200,563090,251350,407900,1024500,70851,617850,0,32282,462720,127470,622030,0,0,82579,252610,109910,477220,0,2269200,210640,145150,4606.3,721220,3836400,1419000,163950,9669,820540,27305,0,134350,0,0,242380,47756,578150,1010200,935260,0,429810,313780,476430,187210,0,230400,0,762640,772560,0,0
IPI00031461,GDI2,14113000,3962200,22612000,63944000,44903000,16053000,27995000,43484000,1941300,7162000,24295000,18626000,21225000,19074000,43460000,6617100,1914700,24850000,10563000,40694000,35295000,111810000,16996000,37915000,615660,10501000,13983000,99575000,15526000,1198000,2445600,26036000,23696000,23763000,5821600,6238800,9607800,19085000,1488100,12002000,26183000,4528900,18182000,8010200,144700,8798800,15510000,45670000,15038000,34589000,11289000,18609000,44946000,10404000,23354000,92768000,8624400,17618000,21061000
IPI00031479,PDIA5,2814400,3379000,287860,3043900,0,39995,84024,0,0,10883000,2667500,1310400,1055300,500300,647780,497690,45921,275910,70383,267380,0,893840,285660,0,3275500,212790,0,2046200,1027600,164790,653210,2065700,2864700,5677000,168150,130460,1362600,925280,109380,401290,170440,13613,2466100,126390,92771,5551400,1333400,312870,268010,329800,457200,709000,575700,0,1825100,9293800,391740,108850,300890
IPI00031489,EIF1B,0,0,815940,851740,1039300,453550,0,1069400,0,0,0,0,0,0,0,23697,0,0,330600,0,0,717030,0,0,0,639560,145130,565150,171640,0,118520,135700,0,5943700,0,150000,228890,0,10802,835100,23384,20874,379180,0,0,2855500,0,1920000,0,523240,1957500,0,86142,0,0,0,0,163190,13777
IPI00031493,YIPF2,0,0,0,527260,0,0,0,0,0,0,0,0,373150,0,0,0,0,169500,0,0,0,0,0,0,0,313050,0,1028900,0,0,399830,326880,0,0,0,0,299000,0,0,0,0,189230,0,0,0,0,0,0,314670,309740,0,0,342710,0,0,346910,0,0,0
IPI00031508,DHX8,0,0,0,0,0,0,0,31256,26945,0,0,35455,431170,0,0,0,0,0,0,0,15811,0,0,32352,0,0,0,0,0,0,0,769540,0,0,0,0,194790,18413,0,21765,29646,0,0,0,0,0,0,0,54491,0,0,5327.4,330340,4684,0,0,0,0,0
IPI00031510,SEMA3A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00031514,RFC5,209360,0,595900,2138000,1396100,139340,652180,1074100,347140,391230,2329100,373850,2513700,540700,370830,630270,811.48,1182900,218690,665630,1995400,429850,628890,349640,2232500,29724,157350,3331600,79908,610370,134390,966400,689990,827440,0,53834,356920,496830,202600,339260,1073700,73681,229590,470230,38066,57414,369210,0,336820,1731900,69635,0,0,325850,23800,329860,0,129090,301470
IPI00031516,GABPB1,0,0,0,0,0,0,0,0,41368,0,0,0,0,0,0,0,0,0,74062,0,505710,0,0,0,0,0,0,1455700,0,81814,0,0,0,0,0,0,0,0,0,384100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00031517,MCM6,1386300,822070,13220000,12141000,991510,1144800,2315400,3243900,0,3781500,3834000,2116900,5098800,2667100,3790100,4551200,1190400,6946300,6184300,3122600,8121400,9927800,6809800,9372100,14642000,409900,184570,13091000,584970,1353900,321320,3474300,6658600,6335200,3421400,233390,2460300,29776,169990,8716200,3631300,63628,635290,1078400,708180,9654300,6143500,5092900,756990,5441200,2072500,88055,2578700,1549000,290180,5563800,2969100,1601900,1135100
IPI00031519,DNMT1,792180,855500,1948900,3671200,1246600,768910,162720,406120,1712600,464500,897150,487650,1011200,201830,1100000,1596600,470990,1030600,912930,2462400,3013200,5300500,1395000,2451600,2657000,362320,178920,3220500,146740,178250,42428,1225600,3253200,2635700,699640,38140,346600,317020,34877,3012600,219700,111610,751360,221000,180340,4009100,749830,2551900,354170,3362800,1094600,244930,467590,795710,70656,2107500,2163900,274660,139670
IPI00031521,RFC3,77047,0,501830,495150,162540,0,0,950870,95399,0,1897200,131950,2064200,870960,35179,168090,16782,895160,211580,691840,549060,395670,122320,585450,1607500,0,27999,3461200,189860,206790,95175,742610,1603300,714380,380190,0,319120,117890,218080,740820,461640,0,85728,105710,4509.6,891890,493880,605090,146200,1022100,42423,0,0,119110,0,1196600,0,47440,223830
IPI00031522,HADHA,2819700,4272300,6946800,19927000,2868600,2920000,2265000,10499000,5796300,9615300,18962000,2685300,11998000,5021200,9950500,4332000,1371700,5519400,5332300,16506000,343910,15078000,5929000,1058200,10573000,24647000,3316900,97933000,13866000,1548300,11549000,40059000,110720000,28475000,20871000,704040,15048000,12649000,2787300,11509000,12920000,564290,7760800,5604000,1156700,21777000,337910,6437100,11226000,15353000,27865000,9145000,9444100,6638200,10173000,25924000,11227000,6802900,3189800
IPI00031526,C19orf43,1418400,0,13840000,649040,1568300,2944400,0,63070,232220,103770,0,0,0,783190,0,1128200,786030,1741400,2103900,4266800,1804400,4379800,0,2919200,1922300,0,0,0,238120,100450,0,0,0,0,764320,0,0,491950,69015,1584600,346820,0,213830,0,0,0,1126500,1431800,0,748560,2697600,0,0,0,0,0,1610200,295080,474890
IPI00031527,MIS12,0,0,0,0,0,0,0,0,0,70572,229910,0,147790,44452,0,0,0,0,0,646710,126930,0,0,0,0,0,0,323870,0,21787,0,0,0,0,273350,0,0,20462,138620,109340,0,28940,0,0,0,0,0,0,0,196500,0,0,0,0,0,0,0,0,0
IPI00031545,ITPR2,0,0,0,47999,0,0,0,67269,0,0,0,1870,0,796.29,0,0,0,0,18281,0,0,0,0,0,0,0,0,0,438.87,0,0,3086.9,0,19638,0,0,1548.7,0,0,0,0,0,0,0,0,0,0,38398,0,0,0,0,0,0,0,0,0,0,0
IPI00031554,DDX50,0,18540,18592,0,316680,0,0,590360,0,0,0,0,0,0,0,0,0,0,8322.8,83265,0,0,0,0,0,24380,0,0,0,22238,0,0,0,204580,33986,0,0,0,0,10061,0,0,9016.8,0,0,0,0,243130,215920,173960,0,0,0,0,0,144160,0,0,0
IPI00031556,U2AF2,5954200,1949700,8844900,23231000,5234000,3951000,3323200,7836000,6598300,5526500,11271000,5859500,14741000,4701100,5190200,5219300,701690,6412900,3523000,12599000,8221700,22587000,2744700,5494600,10538000,5644900,4829500,27603000,2976600,897880,2010700,11703000,12909000,25765000,592050,1735300,8755000,5201200,2380500,8343300,2138100,3406400,9534900,2528400,803660,13373000,3998100,7430800,5033100,12834000,6952200,5149100,2605800,7380300,5298700,18786000,6665600,4421100,2349300
IPI00031557,CTH,0,0,0,197080,513340,0,0,0,0,0,0,0,161290,0,139880,0,0,0,0,0,0,0,298700,0,0,19155,0,576910,37577,13392,9282.1,0,0,0,0,0,12668,681680,0,274080,0,0,0,0,0,0,0,80906,0,63775,0,0,0,0,0,0,0,0,0
IPI00031558,NUDT9,0,0,225770,0,0,0,0,139860,845810,0,336680,0,120170,151730,467030,173550,0,0,62117,0,166710,0,0,194980,0,39618,61736,421660,49597,228150,0,290280,204830,1235100,167270,3464.5,0,220760,728610,140800,49859,0,619030,96488,0,324140,0,154580,835160,0,130240,0,0,351960,408760,0,0,255890,695050
IPI00031563,DDA1,0,35153,748340,682380,171720,0,208030,0,165110,0,0,0,0,208930,0,225640,0,266000,198520,0,90340,0,0,0,122990,0,123750,0,95513,42496,0,0,0,0,0,0,583790,0,0,609210,0,0,355710,0,0,2339800,125430,409310,449290,483360,2196300,0,107040,105730,0,0,94369,97343,68298
IPI00031564,GGCT,1902300,437870,5923500,1061400,3605200,824200,11482000,2755200,1755500,962620,2459700,196830,4133800,10216000,2406300,2196300,922330,10059000,2790000,7987300,3222900,9936100,5778400,2383200,12999000,3429200,359200,5963400,521630,400340,0,9127900,1889900,11146000,2782200,317570,667550,1175400,2042300,3769900,1382700,2133,306690,310520,734590,2284000,3024600,4767400,381510,3332900,4573000,120810,2178500,887530,1090600,2141800,6509600,1437800,857860
IPI00031566,CENPM,0,0,0,0,36179,78815,23928,83998,0,0,0,0,0,0,0,0,0,0,0,0,369690,137600,0,416160,0,0,0,0,9920.5,0,0,0,0,180980,0,0,0,9106.1,0,0,30703,0,18407,0,0,76714,33866,0,0,0,0,70746,26215,24077,0,0,0,203670,24363
IPI00031570,NTPCR,562080,223250,1618300,3064900,1392000,412680,3142500,2192100,205240,198450,0,66634,210060,6082900,319770,139490,56894,2012100,812690,2766600,377330,1791600,1813800,887650,5938300,1146500,1055600,3955400,589310,68270,20812,107800,415840,8538300,2715800,18371,386360,1133100,318450,789100,946260,139870,21872,62499,785870,4410200,1594200,4592500,680120,1982500,2251500,0,2533800,1686600,185720,1600700,357200,549890,145910
IPI00031587,CHML,0,0,0,108500,24452,0,0,0,0,0,0,0,55889,4063.3,0,0,0,0,0,0,0,0,107650,0,0,0,0,0,0,0,0,0,149580,0,0,0,0,0,0,88259,0,0,0,42512,0,0,0,0,0,0,23630,0,0,0,0,0,96143,0,0
IPI00031589,ZNF354A,0,0,0,0,367590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166700,0,0
IPI00031605,AHNAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00031614,GINS4,148640,127670,1203100,1016500,174580,459880,699730,2691700,40194,0,0,0,373700,583850,87493,17517,164600,378110,302890,1073400,847170,0,831700,2589400,1068700,85067,359310,4440900,0,96791,48331,122980,0,0,809020,66309,0,458120,0,0,64820,264970,0,28670,0,0,378800,1107700,132020,375770,159130,0,65599,82448,0,342920,132410,0,0
IPI00031615,LLPH,0,0,0,0,0,0,0,2127100,0,0,241760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420400,0
IPI00031616, ,210650,0,103680,54437,371540,0,337000,146590,684500,0,0,54666,77344,1035200,92060,64472,0,230560,109010,399730,80802,0,280950,0,148830,0,167190,1838800,124980,40852,0,34227,112710,1321800,153820,0,210710,0,0,362230,324360,0,0,0,0,0,0,60814,181390,432950,253560,0,245940,0,0,61199,23468,29611,89014
IPI00031617,MNF1,1484100,0,2525200,1095000,462420,272180,89968,0,188110,116300,0,0,0,302510,258940,169800,0,715580,506390,590760,378730,0,0,0,0,940230,358410,261960,835550,0,101240,0,423880,2357500,32384,0,1077600,877770,86052,2180300,0,715170,2038500,0,113790,2912600,0,1347000,331450,270430,1971300,0,269260,0,0,0,148100,394070,300230
IPI00031618,DDI2 (includes EG:313668),240450,0,301390,105040,95871,85211,70402,14492,0,0,0,0,168090,558800,1086900,280570,54304,11269,185170,939300,0,516390,2291700,1138200,0,349480,0,1705700,168840,28431,91389,658250,1989200,388110,171560,28913,0,241080,204040,476550,164200,0,39251,0,24062,327110,0,75276,65059,0,0,72147,0,38907,77462,868560,16938,22720,76529
IPI00031620,ICAM3,0,0,0,0,0,32456,0,0,0,0,0,0,0,0,26949,31426,0,0,0,0,666420,5990000,0,606670,3378500,30567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00031622,CHCHD6,0,42732,43246,214130,0,0,0,0,0,0,0,0,0,0,0,48901,30317,81309,404220,441380,0,0,0,0,389080,485700,321790,182990,0,160160,2455.6,0,168190,365970,442060,0,0,69217,286930,269830,0,0,20211,65022,36849,0,357750,99756,445630,77411,365540,0,0,0,21677,0,0,0,0
IPI00031627,POLR2A,27161,10716,375670,289900,5483.6,5893.4,6891,621450,100800,139190,197240,11136,155250,5428.1,195460,88227,110350,143680,418890,460480,220270,129860,16680,80659,227560,7608.1,3511.5,299100,43601,110940,48030,64349,677000,319580,139860,2397.8,264290,48063,4068,405760,144660,5867.5,188630,100990,80521,131870,0,117610,35153,125920,106650,11306,26377,63104,185090,43640,166800,30552,49213
IPI00031629,PDCL3,358660,183610,471490,433130,620750,456490,159350,1072100,202260,90521,1302900,0,340790,0,96552,175960,40270,109540,348410,1741600,336420,0,392630,0,148520,155510,102640,1988200,51055,0,0,601540,271820,0,328430,99129,113550,169450,0,753590,480550,135340,0,22199,0,0,252820,1732200,166680,561420,219760,0,648390,47302,0,1346700,177740,182160,68013
IPI00031631,SLC19A2,0,0,32111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113820,10614,0,0,0,0,0,0,0,4838.2,293700,701680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00031647,PDCD2L,0,0,606590,438490,241690,0,86992,516710,0,0,711660,0,312590,48664,98065,597700,271690,297230,281440,786730,369700,296940,168380,393600,0,51695,51768,0,81709,0,76303,0,292030,531980,0,19192,0,145770,0,182460,0,168880,0,129760,23289,527660,0,285650,54341,638440,134670,0,0,0,0,240940,57160,0,116110
IPI00031650,NUDT16L1,0,0,359980,161250,0,0,53050,343300,0,0,0,0,77526,37506,27736,49883,135010,512670,119150,249920,374470,641980,65085,287800,35852,0,35311,0,0,0,0,0,0,70357,0,69784,0,17605,344670,409380,250820,56534,0,0,27234,639210,537480,486880,55131,0,133820,0,0,57335,0,0,53083,73520,173270
IPI00031651,C7orf50,0,0,0,0,0,0,0,1350400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00031655,VPS25 (includes EG:28084),76418,0,650380,1572800,1949200,888850,1501000,2317300,196320,127270,0,542150,894850,2985800,676050,609140,48560,913210,1563700,3337900,1325800,3596200,911310,3026500,238360,2697400,689950,5142700,874110,17668,6954.5,1322900,297430,2506000,586620,67226,969120,1207600,112640,986090,165560,157380,408200,0,26372,1885700,1213800,4934200,809810,1996400,758120,0,147490,1477200,81272,511950,0,619840,423530
IPI00031661,NOC4L,0,0,0,449000,0,0,17015,68338,231790,53295,365110,36984,644540,0,253470,32517,13530,231950,0,0,190980,77304,86350,21371,75245,0,486750,329970,11701,0,120400,0,0,477180,0,0,566560,28049,45484,1074700,159120,56880,45081,0,0,0,290070,119550,0,135170,0,230260,48296,48510,325280,33948,54293,0,28135
IPI00031666,SELO,0,0,84387,174690,12621,7213.8,10701,0,0,0,0,34098,376030,14938,31689,10973,0,82443,24858,172130,0,49235,0,0,0,0,0,0,83387,0,43264,303410,330430,698370,30207,0,168180,0,0,43051,19429,0,0,0,0,111770,0,54978,64328,0,39971,0,18988,17296,0,189970,23739,0,0
IPI00031670,FAM114A1,0,747360,0,0,1779200,175480,0,2734300,498670,864810,344840,1067400,0,0,0,8954.5,0,0,0,0,0,0,0,0,0,213480,0,1691800,115440,0,94626,17332,338840,513150,349650,374020,15927,1322000,0,0,0,57110,0,1547200,0,0,0,0,259190,172820,363980,740410,1950000,0,651660,3395100,0,22597,358540
